측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
2018-07-12,한강대로,0.028,0.004,0.5,0.006,36,17
2018-07-24,종로구,0.028,0.062,0.4,0.005,40,33
2018-04-29,서초구,0.028,0.057,0.4,0.004,57,28
2018-07-22,청계천로,0.028,0.052,0.4,0.006,33,26
2018-06-26,구로구,0.028,0.045,0.4,0.008,64,48
2018-05-04,중구,0.028,0.043,0.4,0.003,35,15
2018-05-09,청계천로,0.028,0.04,0.4,0.005,23,13
2018-08-01,강남구,0.028,0.038,0.4,0.004,28,15
2018-07-20,중구,0.028,0.037,0.4,0.004,34,23
2018-08-15,중구,0.028,0.037,0.4,0.003,27,19
2018-08-04,천호대로,0.028,0.037,0.4,0.003,29,18
2018-05-04,동대문구,0.028,0.036,0.4,0.006,38,16
2018-05-27,성동구,0.028,0.033,0.4,0.006,78,32
2018-08-20,강남구,0.028,0.033,0.4,0.005,34,19
2018-05-10,중랑구,0.028,0.033,0.4,0.006,32,18
2018-05-21,청계천로,0.028,0.033,0.4,0.006,9,9
2018-04-10,서초구,0.028,0.032,0.4,0.003,58,22
2018-04-12,서초구,0.028,0.031,0.4,0.004,60,17
2018-07-25,천호대로,0.028,0.03,0.4,0.004,32,20
2018-07-20,금천구,0.028,0.029,0.4,0.005,36,21
2018-05-13,종로,0.028,0.029,0.4,0.003,16,9
2018-04-11,화랑로,0.028,0.028,0.4,0.004,68,28
2018-04-22,마포구,0.028,0.028,0.4,0.004,38,17
2018-08-22,동대문구,0.028,0.028,0.4,0.005,18,13
2018-03-16,한강대로,0.028,0.028,0.4,0.003,25,10
2018-05-20,홍릉로,0.028,0.028,0.4,0.002,17,10
2018-03-19,강서구,0.028,0.027,0.4,0.002,33,25
2018-03-14,용산구,0.028,0.027,0.4,0.004,26,14
2018-03-14,중구,0.028,0.027,0.4,0.004,20,11
2018-12-07,한강대로,0.028,0.027,0.4,0.003,25,9
2018-03-19,동작구,0.028,0.026,0.4,0.003,31,21
2018-03-14,노원구,0.028,0.026,0.4,0.006,27,13
2018-09-22,양천구,0.028,0.026,0.4,0.002,26,10
2018-03-14,양천구,0.028,0.025,0.4,0.005,20,10
2018-03-16,영등포로,0.028,0.025,0.4,0.006,19,6
2018-05-02,서초구,0.028,0.024,0.4,0.002,46,32
2018-07-19,청계천로,0.028,0.024,0.4,0.006,33,29
2018-10-06,천호대로,0.028,0.024,0.4,0.001,,
2018-04-24,동대문구,0.028,0.023,0.4,0.005,6,4
2018-03-11,강남구,0.028,0.022,0.4,0.006,55,41
2018-02-06,한강대로,0.028,0.022,0.4,0.004,35,16
2018-10-04,금천구,0.028,0.022,0.4,0.003,23,14
2018-10-02,종로,0.028,0.022,0.4,0.003,23,12
2018-09-04,한강대로,0.028,0.022,0.4,0.004,25,11
2018-03-17,마포구,0.028,0.021,0.4,0.002,35,23
2018-01-26,한강대로,0.028,0.021,0.4,0.004,37,17
2018-02-03,한강대로,0.028,0.021,0.4,0.004,37,16
2018-02-12,금천구,0.028,0.021,0.4,0.005,46,15
2018-09-01,청계천로,0.028,0.021,0.4,0.006,22,15
2018-03-14,동대문구,0.028,0.021,0.4,0.007,19,12
2018-10-02,양천구,0.028,0.021,0.4,0.002,23,11
2018-09-20,강동구,0.028,0.021,0.4,0.004,22,8
2018-09-02,강변북로,0.028,0.021,0.4,0.003,14,6
2018-03-14,관악구,0.028,0.02,0.4,0.005,34,18
2018-08-06,강동구,0.028,0.02,0.4,0.003,29,17
2018-09-13,강서구,0.028,0.02,0.4,0.003,16,8
2018-09-29,중구,0.028,0.02,0.4,0.002,14,8
2018-10-06,공항대로,0.028,0.02,0.4,0.005,7,4
2018-03-19,강남구,0.028,0.019,0.4,0.005,25,21
2018-01-24,홍릉로,0.028,0.019,0.4,0.007,30,10
2018-09-13,중구,0.028,0.019,0.4,0.002,17,9
2018-11-22,송파구,0.028,0.019,0.4,0.003,27,9
2018-03-07,강변북로,0.028,0.018,0.4,0.003,34,15
2018-03-15,동작구,0.028,0.018,0.4,0.003,21,13
2018-05-17,화랑로,0.028,0.018,0.4,0.003,15,11
2018-10-19,강서구,0.028,0.018,0.4,0.003,18,9
2018-10-19,동작구,0.028,0.018,0.4,0.003,19,7
2018-05-07,성동구,0.028,0.017,0.4,0.004,45,23
2018-02-12,화랑로,0.028,0.017,0.4,0.005,46,12
2018-01-12,종로,0.028,0.017,0.4,0.003,17,11
2018-09-11,한강대로,0.028,0.017,0.4,0.004,23,10
2018-09-30,강변북로,0.028,0.017,0.4,0.003,24,10
2018-10-02,강남구,0.028,0.017,0.4,0.005,20,10
2018-09-03,강서구,0.028,0.017,0.4,0.002,13,8
2018-12-07,천호대로,0.028,0.017,0.4,0.003,23,8
2018-12-14,중구,0.028,0.016,0.4,0.003,31,20
2018-10-17,서대문구,0.028,0.016,0.4,0.003,35,18
2018-08-08,한강대로,0.028,0.016,0.4,0.005,31,17
2018-02-18,용산구,0.028,0.016,0.4,0.005,33,15
2018-10-12,강서구,0.028,0.016,0.4,0.003,23,11
2018-12-27,천호대로,0.028,0.016,0.4,0.003,26,8
2018-08-27,강서구,0.028,0.016,0.4,0.002,8,5
2018-07-07,동작대로,0.028,0.016,0.4,0.005,11,4
2018-02-12,도산대로,0.028,0.015,0.4,0.006,59,17
2018-03-15,관악구,0.028,0.015,0.4,0.004,24,17
2018-09-30,강남대로,0.028,0.015,0.4,0.002,23,11
2018-10-10,공항대로,0.028,0.015,0.4,0.005,21,10
2018-10-19,마포구,0.028,0.015,0.4,0.003,23,10
2018-09-14,동작구,0.028,0.014,0.4,0.003,21,8
2018-10-28,종로,0.028,0.014,0.4,0.003,12,6
2018-07-10,화랑로,0.028,0.014,0.4,0.002,,
2018-07-13,천호대로,0.028,0.013,0.4,0.004,24,14
2018-10-09,용산구,0.028,0.013,0.4,0.003,19,10
2018-10-28,청계천로,0.028,0.013,0.4,0.003,13,8
2018-11-23,도봉구,0.028,0.012,0.4,0.003,23,14
2018-11-23,관악구,0.028,0.012,0.4,0.004,20,12
2018-12-05,종로,0.028,0.012,0.4,0.003,27,10
2018-12-26,성동구,0.028,0.011,0.4,0.005,54,24
2018-12-12,성동구,0.028,0.011,0.4,0.005,50,22
2018-07-10,관악구,0.028,0.01,0.4,0.003,26,12
2018-05-17,한강대로,0.028,0.009,0.4,0.004,15,9
2018-11-08,노원구,0.028,0.009,0.4,0.004,13,6
2018-09-13,화랑로,0.028,0.008,0.4,0.001,24,10
2018-08-23,종로,0.028,0.008,0.4,0.003,13,6
2018-05-21,강남대로,0.028,0.007,0.4,0.003,16,8
2018-10-10,영등포로,0.028,0.006,0.4,0.002,,
2018-08-29,종로,0.028,0.005,0.4,0.003,13,5
2018-07-12,공항대로,0.028,0.004,0.4,0.007,33,21
2018-08-28,청계천로,0.028,0.004,0.4,0.006,18,11
2018-05-27,서초구,0.028,0.05,0.3,0.004,68,26
2018-03-11,구로구,0.028,0.034,0.3,0.005,68,45
2018-07-20,관악구,0.028,0.034,0.3,0.004,36,22
2018-08-22,관악구,0.028,0.034,0.3,0.003,30,18
2018-06-05,서초구,0.028,0.033,0.3,0.004,47,28
2018-04-12,구로구,0.028,0.03,0.3,0.006,58,20
2018-04-10,마포구,0.028,0.029,0.3,0.003,54,22
2018-08-07,정릉로,0.028,0.025,0.3,0.002,23,14
2018-05-20,공항대로,0.028,0.025,0.3,0.006,16,7
2018-05-21,천호대로,0.028,0.025,0.3,0.003,17,4
2018-07-28,강서구,0.028,0.024,0.3,0.004,32,22
2018-09-10,정릉로,0.028,0.024,0.3,0.004,13,7
2018-07-08,종로,0.028,0.024,0.3,0.003,11,5
2018-08-14,강남구,0.028,0.022,0.3,0.006,27,17
2018-10-04,구로구,0.028,0.022,0.3,0.003,24,11
2018-07-02,용산구,0.028,0.022,0.3,0.002,6,4
2018-07-25,화랑로,0.028,0.021,0.3,0.002,34,20
2018-12-13,서초구,0.028,0.018,0.3,0.004,36,18
2018-12-09,강변북로,0.028,0.017,0.3,0.005,22,10
2018-10-08,동작구,0.028,0.017,0.3,0.002,23,8
2018-10-03,성동구,0.028,0.015,0.3,0.005,42,16
2018-09-28,관악구,0.028,0.015,0.3,0.003,18,8
2018-07-17,화랑로,0.028,0.013,0.3,0.003,32,22
2018-08-14,강동구,0.028,0.013,0.3,0.003,34,20
2018-10-28,관악구,0.028,0.013,0.3,0.003,19,11
2018-12-06,서초구,0.028,0.012,0.3,0.003,36,12
2018-07-14,종로,0.028,0.011,0.3,0.004,20,13
2018-10-08,성동구,0.028,0.011,0.3,0.005,25,8
2018-10-18,구로구,0.028,0.011,0.3,0.003,18,6
2018-12-05,서초구,0.028,0.011,0.3,0.003,26,6
2018-05-17,공항대로,0.028,0.009,0.3,0.007,11,9
2018-03-15,마포구,0.028,0.003,0.3,0.002,23,17
2018-09-11,정릉로,0.028,0.022,0.2,0.004,14,8
2018-10-12,구로구,0.028,0.015,0.2,0.003,26,8
2018-12-24,구로구,0.028,0.015,0.2,0.006,18,5
2018-11-08,서초구,0.028,0.014,0.2,0.003,8,3
2018-02-12,관악구,0.028,0.02,0.1,0.008,41,17
2018-11-24,광진구,0.028,0.008,,0.003,20,9
2018-06-30,성북구,0.027,0.022,1,0.002,53,33
2018-11-18,도봉구,0.027,0.012,1,0.004,40,27
2018-12-26,도산대로,0.027,0.011,1,0.004,60,28
2018-11-12,행주,0.027,0.018,0.9,0.004,43,19
2018-12-04,세곡,0.027,0.009,0.9,0.004,34,15
2018-12-06,광진구,0.027,0.008,0.9,0.004,35,11
2018-11-18,화랑로,0.027,0.007,0.9,0.004,38,26
2018-10-15,영등포구,0.027,0.029,0.8,0.005,90,56
2018-08-25,도산대로,0.027,0.028,0.8,0.003,27,14
2018-12-17,강북구,0.027,0.024,0.8,0.005,72,47
2018-03-19,성북구,0.027,0.022,0.8,0.004,29,21
2018-12-13,은평구,0.027,0.02,0.8,0.006,44,29
2018-11-10,동작대로,0.027,0.012,0.8,0.005,84,58
2018-10-28,도산대로,0.027,0.012,0.8,0.003,21,9
2018-12-05,세곡,0.027,0.01,0.8,0.004,31,12
2018-11-07,동작대로,0.027,0.006,0.8,0.005,83,65
2018-05-11,성북구,0.027,0.045,0.7,0.002,58,36
2018-06-22,광진구,0.027,0.037,0.7,0.004,54,33
2018-04-12,서대문구,0.027,0.031,0.7,0.005,50,17
2018-05-07,서대문구,0.027,0.029,0.7,0.002,41,22
2018-11-09,홍릉로,0.027,0.023,0.7,0.005,45,31
2018-05-02,성북구,0.027,0.022,0.7,0.001,49,30
2018-10-02,홍릉로,0.027,0.021,0.7,0.003,30,20
2018-02-18,성북구,0.027,0.021,0.7,0.006,38,16
2018-09-22,도산대로,0.027,0.02,0.7,0.003,40,16
2018-08-10,도산대로,0.027,0.019,0.7,0.003,17,9
2018-05-02,성동구,0.027,0.017,0.7,0.004,44,38
2018-01-28,도산대로,0.027,0.016,0.7,0.006,38,19
2018-09-19,홍릉로,0.027,0.014,0.7,0.004,46,26
2018-11-17,은평구,0.027,0.014,0.7,0.004,34,23
2018-12-30,동대문구,0.027,0.013,0.7,0.007,30,19
2018-02-20,구로구,0.027,0.012,0.7,0.006,76,48
2018-11-18,영등포구,0.027,0.012,0.7,0.005,36,19
2018-12-04,청계천로,0.027,0.011,0.7,0.004,28,14
2018-07-11,도산대로,0.027,0.007,0.7,0.002,32,16
2018-12-25,동작대로,0.027,0.004,0.7,0.007,36,20
2018-05-14,마포구,0.027,0.038,0.6,0.004,76,64
2018-05-14,영등포구,0.027,0.036,0.6,0.005,94,77
2018-08-20,홍릉로,0.027,0.036,0.6,0.003,43,30
2018-03-11,성북구,0.027,0.029,0.6,0.005,58,38
2018-05-06,신촌로,0.027,0.029,0.6,0.004,21,11
2018-03-11,중랑구,0.027,0.028,0.6,0.006,55,37
2018-03-09,노원구,0.027,0.026,0.6,0.005,45,32
2018-03-01,강변북로,0.027,0.022,0.6,0.007,47,31
2018-09-19,영등포구,0.027,0.022,0.6,0.005,55,27
2018-05-02,송파구,0.027,0.018,0.6,0.003,42,31
2018-12-26,중구,0.027,0.018,0.6,0.004,48,25
2018-11-21,은평구,0.027,0.018,0.6,0.004,35,23
2018-12-12,종로구,0.027,0.018,0.6,0.004,45,23
2018-10-09,은평구,0.027,0.018,0.6,0.004,24,13
2018-12-24,행주,0.027,0.018,0.6,0.004,25,13
2018-07-15,홍릉로,0.027,0.015,0.6,0.004,31,24
2018-01-29,영등포구,0.027,0.015,0.6,0.006,55,20
2018-09-03,도산대로,0.027,0.015,0.6,0.003,17,9
2018-01-26,도산대로,0.027,0.014,0.6,0.006,40,20
2018-01-25,도산대로,0.027,0.014,0.6,0.006,31,13
2018-11-28,서대문구,0.027,0.013,0.6,0.007,124,27
2018-11-28,영등포구,0.027,0.012,0.6,0.005,108,20
2018-12-30,중랑구,0.027,0.011,0.6,0.007,27,16
2018-10-09,도봉구,0.027,0.011,0.6,0.004,24,11
2018-11-11,성동구,0.027,0.01,0.6,0.005,59,37
2018-10-26,동작대로,0.027,0.01,0.6,0.005,44,26
2018-11-20,동작대로,0.027,0.009,0.6,0.006,53,19
2018-05-16,송파구,0.027,0.007,0.6,0.004,38,25
2018-07-11,종로구,0.027,0.007,0.6,0.001,34,23
2018-01-31,구로구,0.027,0.007,0.6,0.007,41,22
2018-11-21,동작대로,0.027,0.006,0.6,0.005,43,22
2018-08-03,종로구,0.027,0.061,0.5,0.005,41,30
2018-05-27,중구,0.027,0.056,0.5,0.005,56,23
2018-06-22,동작구,0.027,0.044,0.5,0.005,49,33
2018-04-26,강북구,0.027,0.04,0.5,0.003,40,25
2018-05-01,용산구,0.027,0.039,0.5,0.003,51,42
2018-09-06,용산구,0.027,0.039,0.5,0.004,28,18
2018-04-11,종로구,0.027,0.036,0.5,0.006,53,20
2018-05-01,관악구,0.027,0.035,0.5,0.003,63,56
2018-03-11,동작구,0.027,0.034,0.5,0.005,59,41
2018-06-26,강동구,0.027,0.033,0.5,0.005,69,42
2018-06-26,노원구,0.027,0.033,0.5,0.007,59,40
2018-09-06,중랑구,0.027,0.032,0.5,0.006,28,17
2018-03-01,한강대로,0.027,0.031,0.5,0.004,52,34
2018-03-11,강동구,0.027,0.028,0.5,0.004,57,39
2018-04-13,송파구,0.027,0.028,0.5,0.003,42,16
2018-05-28,광진구,0.027,0.027,0.5,0.003,56,25
2018-04-13,중랑구,0.027,0.027,0.5,0.006,28,12
2018-03-11,동대문구,0.027,0.025,0.5,0.006,57,43
2018-10-14,강동구,0.027,0.023,0.5,0.008,33,18
2018-09-18,노원구,0.027,0.023,0.5,0.004,34,16
2018-06-30,노원구,0.027,0.022,0.5,0.005,47,29
2018-02-07,강북구,0.027,0.022,0.5,0.004,35,21
2018-02-01,강북구,0.027,0.022,0.5,0.004,31,16
2018-09-19,중랑구,0.027,0.022,0.5,0.005,32,16
2018-03-05,신촌로,0.027,0.022,0.5,0.004,12,7
2018-10-16,서대문구,0.027,0.021,0.5,0.003,45,24
2018-01-31,강북구,0.027,0.021,0.5,0.004,33,13
2018-02-15,화랑로,0.027,0.021,0.5,0.005,38,12
2018-01-28,송파구,0.027,0.02,0.5,0.005,36,20
2018-01-28,성북구,0.027,0.02,0.5,0.006,30,19
2018-12-12,강서구,0.027,0.02,0.5,0.006,42,19
2018-12-12,성북구,0.027,0.02,0.5,0.004,43,18
2018-10-31,동대문구,0.027,0.02,0.5,0.007,17,12
2018-09-29,종로구,0.027,0.02,0.5,0.003,14,9
2018-02-06,정릉로,0.027,0.019,0.5,0.005,40,19
2018-03-14,성동구,0.027,0.019,0.5,0.006,28,15
2018-10-08,동대문구,0.027,0.019,0.5,0.007,18,9
2018-01-09,정릉로,0.027,0.018,0.5,0.005,50,19
2018-01-12,노원구,0.027,0.018,0.5,0.006,25,15
2018-03-08,강변북로,0.027,0.016,0.5,0.003,35,25
2018-03-08,강남구,0.027,0.016,0.5,0.005,29,24
2018-12-30,강서구,0.027,0.016,0.5,0.005,35,15
2018-10-03,성북구,0.027,0.016,0.5,0.003,27,14
2018-02-05,화랑로,0.027,0.016,0.5,0.004,28,12
2018-09-13,신촌로,0.027,0.015,0.5,0.003,21,8
2018-10-02,화랑로,0.027,0.014,0.5,0.003,26,14
2018-10-12,노원구,0.027,0.014,0.5,0.004,24,12
2018-10-09,강북구,0.027,0.014,0.5,0.002,19,9
2018-12-13,강남구,0.027,0.013,0.5,0.005,35,20
2018-10-28,홍릉로,0.027,0.013,0.5,0.003,18,13
2018-09-08,화랑로,0.027,0.013,0.5,0.027,28,12
2018-12-24,홍릉로,0.027,0.012,0.5,0.005,27,16
2018-12-24,중랑구,0.027,0.012,0.5,0.006,19,13
2018-08-24,한강대로,0.027,0.012,0.5,0.004,17,7
2018-10-29,홍릉로,0.027,0.011,0.5,0.004,24,14
2018-12-05,동대문구,0.027,0.011,0.5,0.007,24,14
2018-10-18,홍릉로,0.027,0.011,0.5,0.003,21,13
2018-01-03,강남구,0.027,0.01,0.5,0.006,28,20
2018-12-05,강남구,0.027,0.009,0.5,0.005,25,11
2018-10-08,화랑로,0.027,0.009,0.5,0.003,25,10
2018-05-16,노원구,0.027,0.008,0.5,0.004,36,21
2018-05-17,홍릉로,0.027,0.007,0.5,0.003,28,20
2018-07-09,동작대로,0.027,0.006,0.5,0.005,14,6
2018-07-24,중구,0.027,0.065,0.4,0.004,39,28
2018-05-05,중구,0.027,0.058,0.4,0.004,36,17
2018-08-01,관악구,0.027,0.052,0.4,0.003,37,21
2018-08-03,금천구,0.027,0.05,0.4,0.004,42,29
2018-05-27,강서구,0.027,0.05,0.4,0.007,58,22
2018-08-01,용산구,0.027,0.049,0.4,0.003,33,25
2018-05-11,노원구,0.027,0.042,0.4,0.004,54,30
2018-07-24,강동구,0.027,0.037,0.4,0.003,51,28
2018-07-21,양천구,0.027,0.037,0.4,0.007,33,23
2018-05-04,중랑구,0.027,0.037,0.4,0.006,36,15
2018-05-03,청계천로,0.027,0.036,0.4,0.005,32,18
2018-06-05,중구,0.027,0.034,0.4,0.004,34,23
2018-08-20,강남대로,0.027,0.03,0.4,0.003,42,24
2018-07-23,용산구,0.027,0.03,0.4,0.005,29,23
2018-04-24,천호대로,0.027,0.029,0.4,0.003,13,6
2018-08-20,동작대로,0.027,0.028,0.4,0.002,48,25
2018-05-06,공항대로,0.027,0.028,0.4,0.005,14,10
2018-08-31,용산구,0.027,0.027,0.4,0.003,22,15
2018-09-08,종로,0.027,0.027,0.4,0.003,20,8
2018-04-16,광진구,0.027,0.026,0.4,0.004,40,20
2018-03-05,천호대로,0.027,0.026,0.4,0.003,21,17
2018-03-05,한강대로,0.027,0.026,0.4,0.003,15,7
2018-03-08,관악구,0.027,0.024,0.4,0.003,31,27
2018-02-21,동작구,0.027,0.024,0.4,0.004,38,20
2018-08-30,화랑로,0.027,0.024,0.4,0.002,28,17
2018-03-07,금천구,0.027,0.023,0.4,0.003,33,16
2018-09-09,한강대로,0.027,0.023,0.4,0.004,33,15
2018-08-10,종로,0.027,0.023,0.4,0.003,17,11
2018-03-07,동작구,0.027,0.022,0.4,0.003,30,16
2018-08-22,강남대로,0.027,0.022,0.4,0.004,31,16
2018-02-15,공항대로,0.027,0.021,0.4,0.006,42,15
2018-05-07,강남구,0.027,0.021,0.4,0.005,27,15
2018-01-23,정릉로,0.027,0.021,0.4,0.005,32,10
2018-09-01,중구,0.027,0.021,0.4,0.002,19,10
2018-08-17,공항대로,0.027,0.021,0.4,0.005,22,7
2018-10-19,중구,0.027,0.02,0.4,0.003,17,9
2018-07-08,동작대로,0.027,0.02,0.4,0.005,13,6
2018-09-21,동대문구,0.027,0.02,0.4,0.006,4,4
2018-09-17,화랑로,0.027,0.019,0.4,0.001,27,15
2018-10-10,한강대로,0.027,0.019,0.4,0.004,25,13
2018-01-10,한강대로,0.027,0.019,0.4,0.004,33,11
2018-09-24,정릉로,0.027,0.019,0.4,0.003,16,8
2018-03-15,서대문구,0.027,0.018,0.4,0.003,19,15
2018-12-09,금천구,0.027,0.018,0.4,0.004,22,14
2018-11-22,금천구,0.027,0.018,0.4,0.004,21,12
2018-09-14,종로구,0.027,0.018,0.4,0.003,17,10
2018-09-13,동작구,0.027,0.018,0.4,0.003,20,7
2018-08-27,중구,0.027,0.018,0.4,0.002,11,6
2018-12-08,공항대로,0.027,0.017,0.4,0.005,40,10
2018-12-29,공항대로,0.027,0.017,0.4,0.005,40,10
2018-10-27,공항대로,0.027,0.017,0.4,0.006,29,6
2018-07-02,강남구,0.027,0.017,0.4,0.005,6,5
2018-03-15,노원구,0.027,0.016,0.4,0.004,20,12
2018-09-14,동대문구,0.027,0.016,0.4,0.006,14,10
2018-09-28,중구,0.027,0.016,0.4,0.002,14,7
2018-07-14,청계천로,0.027,0.015,0.4,0.006,26,20
2018-08-04,강남대로,0.027,0.015,0.4,0.003,27,17
2018-02-05,강변북로,0.027,0.015,0.4,0.005,30,11
2018-10-12,동작구,0.027,0.015,0.4,0.003,24,10
2018-10-11,한강대로,0.027,0.015,0.4,0.004,24,9
2018-01-12,서초구,0.027,0.014,0.4,0.006,27,17
2018-10-12,마포구,0.027,0.014,0.4,0.003,29,13
2018-10-12,금천구,0.027,0.014,0.4,0.003,23,12
2018-10-09,강동구,0.027,0.014,0.4,0.007,26,10
2018-10-28,강동구,0.027,0.014,0.4,0.006,16,8
2018-10-18,강변북로,0.027,0.013,0.4,0.003,17,10
2018-10-28,강남구,0.027,0.013,0.4,0.005,11,6
2018-08-24,공항대로,0.027,0.013,0.4,0.01,10,4
2018-09-03,화랑로,0.027,0.012,0.4,0.002,19,10
2018-12-05,양천구,0.027,0.012,0.4,0.002,25,10
2018-12-05,강동구,0.027,0.011,0.4,0.005,30,12
2018-09-21,화랑로,0.027,0.011,0.4,0.002,11,6
2018-11-17,성동구,0.027,0.01,0.4,0.005,35,18
2018-01-14,구로구,0.027,0.009,0.4,0.007,69,53
2018-05-17,천호대로,0.027,0.009,0.4,0.003,27,18
2018-07-09,공항대로,0.027,0.006,0.4,0.005,14,7
2018-08-28,강서구,0.027,0.004,0.4,0.003,8,5
2018-08-28,양천구,0.027,0.004,0.4,0.002,11,5
2018-10-11,영등포로,0.027,0.004,0.4,0.002,,
2018-07-03,영등포로,0.027,0.002,0.4,0.006,,
2018-08-06,정릉로,0.027,0.056,0.3,0.003,32,20
2018-08-01,서초구,0.027,0.055,0.3,0.004,33,18
2018-07-24,강서구,0.027,0.051,0.3,0.005,36,26
2018-08-19,천호대로,0.027,0.048,0.3,0.003,22,12
2018-07-22,종로,0.027,0.044,0.3,0.003,28,20
2018-06-04,은평구,0.027,0.037,0.3,0.005,41,29
2018-07-21,강서구,0.027,0.037,0.3,0.009,34,23
2018-08-25,청계천로,0.027,0.036,0.3,0.006,29,17
2018-03-11,은평구,0.027,0.035,0.3,0.004,62,44
2018-07-27,용산구,0.027,0.035,0.3,0.004,52,42
2018-05-07,구로구,0.027,0.034,0.3,0.003,41,16
2018-04-16,구로구,0.027,0.033,0.3,0.004,44,26
2018-09-12,양천구,0.027,0.03,0.3,0.002,15,7
2018-08-14,서초구,0.027,0.028,0.3,0.004,27,15
2018-08-19,화랑로,0.027,0.028,0.3,0.001,27,10
2018-05-20,한강대로,0.027,0.028,0.3,0.003,20,8
2018-08-31,서초구,0.027,0.027,0.3,0.003,27,13
2018-09-02,영등포로,0.027,0.024,0.3,0.005,18,9
2018-08-17,영등포로,0.027,0.024,0.3,0.006,17,6
2018-07-20,양천구,0.027,0.023,0.3,0.005,32,21
2018-08-22,강남구,0.027,0.022,0.3,0.005,24,13
2018-01-24,공항대로,0.027,0.022,0.3,0.005,38,10
2018-08-18,화랑로,0.027,0.022,0.3,0.001,21,8
2018-07-02,양천구,0.027,0.022,0.3,0.003,9,4
2018-09-01,천호대로,0.027,0.021,0.3,0.003,21,9
2018-08-09,관악구,0.027,0.02,0.3,0.003,28,15
2018-12-09,관악구,0.027,0.02,0.3,0.004,24,14
2018-08-08,강동구,0.027,0.019,0.3,0.003,30,18
2018-07-29,종로,0.027,0.019,0.3,0.003,20,14
2018-09-03,천호대로,0.027,0.019,0.3,0.005,22,10
2018-08-27,관악구,0.027,0.019,0.3,0.002,13,8
2018-08-27,천호대로,0.027,0.019,0.3,0.003,12,6
2018-09-15,중구,0.027,0.019,0.3,0.002,11,6
2018-07-29,영등포로,0.027,0.018,0.3,0.005,21,12
2018-03-14,강남구,0.027,0.018,0.3,0.006,18,11
2018-10-01,정릉로,0.027,0.018,0.3,0.003,19,11
2018-09-21,관악구,0.027,0.018,0.3,0.002,12,8
2018-09-15,관악구,0.027,0.017,0.3,0.003,14,8
2018-10-19,구로구,0.027,0.017,0.3,0.004,20,6
2018-03-07,강남구,0.027,0.016,0.3,0.005,23,14
2018-10-27,천호대로,0.027,0.016,0.3,0.002,28,7
2018-10-19,서초구,0.027,0.016,0.3,0.003,19,6
2018-08-27,서초구,0.027,0.015,0.3,0.003,8,4
2018-12-30,구로구,0.027,0.014,0.3,0.006,28,9
2018-10-28,구로구,0.027,0.014,0.3,0.003,15,7
2018-12-24,성동구,0.027,0.012,0.3,0.005,25,11
2018-11-08,구로구,0.027,0.012,0.3,0.003,9,5
2018-09-15,강남구,0.027,0.01,0.3,0.004,9,4
2018-10-12,성동구,0.027,0.009,0.3,0.005,24,12
2018-12-06,성동구,0.027,0.008,0.3,0.005,38,16
2018-08-19,청계천로,0.027,0.044,0.2,0.006,26,17
2018-08-18,청계천로,0.027,0.032,0.2,0.006,16,11
2018-04-10,광진구,0.027,0.028,0.2,0.001,45,18
2018-07-08,강남대로,0.027,0.023,0.2,0.003,12,7
2018-09-29,구로구,0.027,0.019,0.2,0.003,20,7
2018-08-09,화랑로,0.027,0.016,0.2,0.003,25,14
2018-11-08,화랑로,0.027,0.007,0.2,0.004,8,5
2018-05-16,광진구,0.027,0.004,0.2,0.004,33,21
2018-12-23,세곡,0.026,0.02,1.3,0.005,48,24
2018-12-23,광진구,0.026,0.016,1.1,0.005,52,24
2018-11-11,행주,0.026,0.013,1.1,0.004,62,30
2018-11-08,행주,0.026,0.011,1,0.003,13,8
2018-12-04,광진구,0.026,0.008,1,0.004,35,16
2018-10-15,도봉구,0.026,0.031,0.9,0.005,62,38
2018-12-04,남산,0.026,0.015,0.9,0.004,32,14
2018-04-30,서대문구,0.026,0.055,0.8,0.004,94,69
2018-11-10,남산,0.026,0.03,0.8,0.006,65,40
2018-02-18,은평구,0.026,0.028,0.8,0.005,39,19
2018-11-09,세곡,0.026,0.024,0.8,0.004,37,20
2018-06-30,송파구,0.026,0.023,0.8,0.003,43,26
2018-11-11,도봉구,0.026,0.016,0.8,0.004,69,48
2018-12-14,은평구,0.026,0.015,0.8,0.005,30,19
2018-09-18,홍릉로,0.026,0.014,0.8,0.004,40,23
2018-08-05,신촌로,0.026,0.013,0.8,0.003,33,15
2018-08-24,신촌로,0.026,0.008,0.8,0.003,15,6
2018-11-25,동작대로,0.026,0.006,0.8,0.005,60,42
2018-04-13,서대문구,0.026,0.033,0.7,0.003,32,12
2018-03-11,송파구,0.026,0.032,0.7,0.005,53,30
2018-02-24,마포구,0.026,0.029,0.7,0.003,81,58
2018-10-14,은평구,0.026,0.029,0.7,0.004,38,28
2018-11-10,도봉구,0.026,0.028,0.7,0.005,78,54
2018-06-30,서대문구,0.026,0.022,0.7,0.003,47,40
2018-08-11,도산대로,0.026,0.02,0.7,0.003,11,4
2018-11-28,은평구,0.026,0.018,0.7,0.005,124,28
2018-08-10,홍릉로,0.026,0.018,0.7,0.004,26,14
2018-12-12,동대문구,0.026,0.017,0.7,0.008,44,29
2018-10-07,도산대로,0.026,0.017,0.7,0.003,34,14
